ticket_id,subject,description,channel,category,priority,created_at,customer_plan,sla_breached,escalated,support_sentiment
485,Feature not working as expected,Feature not working as expected. This is getting frustrating. This issue is impacting my work.,email,Bug,High,2026-01-24 01:41:08,Free,0,0,Frustrated
486,App crashes on submit,App crashes on submit. This needs immediate attention. This issue is impacting my work.,chat,Bug,Critical,2026-01-28 13:41:08,Pro,1,0,Urgent
487,Feature not working as expected,Feature not working as expected. I have faced this issue multiple times. This issue is impacting my work.,chat,Bug,Critical,2026-01-30 09:41:08,Free,1,0,Frustrated
488,Feature not working as expected,Feature not working as expected. This is completely unacceptable. This issue is impacting my work.,web,Bug,Critical,2026-02-08 12:41:08,Free,0,0,Angry
489,App crashes on submit,App crashes on submit. This is very upsetting. This issue is impacting my work.,web,Bug,Critical,2026-01-27 09:41:08,Free,0,0,Angry
490,Feature not working as expected,Feature not working as expected. Great service so far. This issue is impacting my work.,web,Bug,Critical,2026-01-29 01:41:08,Free,1,0,Appreciative
491,App crashes on submit,App crashes on submit. Great service so far. This issue is impacting my work.,email,Bug,High,2026-02-08 05:41:08,Pro,0,0,Appreciative
492,Page not loading properly,Page not loading properly. This is getting frustrating. This issue is impacting my work.,chat,Bug,High,2026-01-22 21:41:08,Free,0,0,Frustrated
493,Page not loading properly,Page not loading properly. Not satisfied with the delay. This issue is impacting my work.,chat,Bug,Critical,2026-01-15 08:41:08,Enterprise,1,1,Frustrated
494,Feature not working as expected,Feature not working as expected. Really appreciate your quick help. This issue is impacting my work.,web,Bug,Critical,2026-01-15 10:41:08,Pro,0,0,Appreciative
495,Feature not working as expected,Feature not working as expected. Looking forward to your response. This issue is impacting my work.,email,Bug,High,2026-01-25 16:41:08,Enterprise,0,0,Calm
496,App crashes on submit,App crashes on submit. Kindly check and update. This issue is impacting my work.,chat,Bug,High,2026-01-15 23:41:08,Enterprise,0,0,Calm
497,Feature not working as expected,Feature not working as expected. I am extremely disappointed. This issue is impacting my work.,web,Bug,Critical,2026-01-29 09:41:08,Enterprise,1,1,Angry
498,Feature not working as expected,Feature not working as expected. Not satisfied with the delay. This issue is impacting my work.,email,Bug,Critical,2026-01-16 00:41:08,Pro,0,0,Frustrated
499,App crashes on submit,App crashes on submit. Please resolve this urgently. This issue is impacting my work.,email,Bug,Critical,2026-01-18 01:41:08,Pro,1,0,Urgent
500,Feature not working as expected,Feature not working as expected. Please assist with this issue. This issue is impacting my work.,chat,Bug,High,2026-01-30 00:41:08,Enterprise,0,0,Calm
501,Unexpected error occurred,Unexpected error occurred. This is blocking critical work. This issue is impacting my work.,email,Bug,High,2026-02-06 21:41:08,Pro,0,0,Urgent
502,Feature not working as expected,Feature not working as expected. Really appreciate your quick help. This issue is impacting my work.,web,Bug,High,2026-02-11 01:41:08,Free,0,0,Appreciative
503,Feature not working as expected,Feature not working as expected. Not satisfied with the delay. This issue is impacting my work.,email,Bug,High,2026-01-16 04:41:08,Free,0,0,Frustrated
504,App crashes on submit,App crashes on submit. This is getting frustrating. This issue is impacting my work.,email,Bug,Critical,2026-01-22 04:41:08,Pro,1,0,Frustrated
505,Feature not working as expected,Feature not working as expected. Really appreciate your quick help. This issue is impacting my work.,web,Bug,High,2026-02-05 23:41:08,Free,0,0,Appreciative
506,Feature not working as expected,Feature not working as expected. Really appreciate your quick help. This issue is impacting my work.,chat,Bug,High,2026-01-26 23:41:08,Enterprise,0,0,Appreciative
507,Unexpected error occurred,Unexpected error occurred. I have faced this issue multiple times. This issue is impacting my work.,chat,Bug,High,2026-02-01 09:41:08,Free,0,0,Frustrated
508,Page not loading properly,Page not loading properly. Thank you for your continued support. This issue is impacting my work.,web,Bug,High,2026-01-23 04:41:08,Free,0,0,Appreciative
509,Unexpected error occurred,Unexpected error occurred. This is blocking critical work. This issue is impacting my work.,web,Bug,High,2026-01-29 06:41:08,Free,0,0,Urgent
510,Page not loading properly,Page not loading properly. Thank you for your continued support. This issue is impacting my work.,chat,Bug,High,2026-01-19 01:41:08,Enterprise,0,0,Appreciative
511,Unexpected error occurred,Unexpected error occurred. Please resolve this urgently. This issue is impacting my work.,chat,Bug,Critical,2026-02-06 20:41:08,Pro,1,0,Urgent
512,Feature not working as expected,Feature not working as expected. Thank you for your continued support. This issue is impacting my work.,web,Bug,High,2026-01-13 23:41:08,Enterprise,0,0,Appreciative
513,Unexpected error occurred,Unexpected error occurred. This is very upsetting. This issue is impacting my work.,chat,Bug,High,2026-02-03 02:41:08,Free,0,0,Angry
514,Unexpected error occurred,Unexpected error occurred. I am extremely disappointed. This issue is impacting my work.,email,Bug,Critical,2026-01-28 03:41:08,Free,0,0,Angry
515,Feature not working as expected,Feature not working as expected. This is very upsetting. This issue is impacting my work.,web,Bug,High,2026-01-23 19:41:08,Free,0,0,Angry
516,Unexpected error occurred,Unexpected error occurred. I am extremely disappointed. This issue is impacting my work.,chat,Bug,Critical,2026-02-11 16:41:08,Enterprise,0,1,Angry
517,Page not loading properly,Page not loading properly. This is very upsetting. This issue is impacting my work.,web,Bug,High,2026-01-23 19:41:08,Enterprise,0,1,Angry
518,Unexpected error occurred,Unexpected error occurred. Really appreciate your quick help. This issue is impacting my work.,web,Bug,High,2026-02-08 01:41:08,Enterprise,0,0,Appreciative
519,App crashes on submit,App crashes on submit. This needs immediate attention. This issue is impacting my work.,web,Bug,Critical,2026-01-20 05:41:08,Enterprise,0,1,Urgent
520,Unexpected error occurred,Unexpected error occurred. Please assist with this issue. This issue is impacting my work.,email,Bug,Critical,2026-01-17 01:41:08,Enterprise,1,1,Calm
521,Unexpected error occurred,Unexpected error occurred. I am extremely disappointed. This issue is impacting my work.,chat,Bug,Critical,2026-01-29 09:41:08,Free,0,0,Angry
522,App crashes on submit,App crashes on submit. This needs immediate attention. This issue is impacting my work.,web,Bug,High,2026-01-28 01:41:08,Pro,0,0,Urgent
523,Feature not working as expected,Feature not working as expected. Please assist with this issue. This issue is impacting my work.,email,Bug,High,2026-01-30 16:41:08,Pro,0,0,Calm
524,Feature not working as expected,Feature not working as expected. I have faced this issue multiple times. This issue is impacting my work.,email,Bug,High,2026-02-02 14:41:08,Pro,0,0,Frustrated
525,Page not loading properly,Page not loading properly. This is very upsetting. This issue is impacting my work.,email,Bug,High,2026-02-05 04:41:08,Pro,0,0,Angry
526,Page not loading properly,Page not loading properly. Thank you for your continued support. This issue is impacting my work.,email,Bug,Critical,2026-01-24 21:41:08,Free,0,0,Appreciative
527,Feature not working as expected,Feature not working as expected. Please resolve this urgently. This issue is impacting my work.,email,Bug,Critical,2026-01-27 04:41:08,Free,0,0,Urgent
528,App crashes on submit,App crashes on submit. This is very upsetting. This issue is impacting my work.,email,Bug,High,2026-02-12 14:41:08,Enterprise,0,1,Angry
529,Page not loading properly,Page not loading properly. Not satisfied with the delay. This issue is impacting my work.,chat,Bug,Critical,2026-02-09 22:41:08,Free,1,0,Frustrated
530,Unexpected error occurred,Unexpected error occurred. This is getting frustrating. This issue is impacting my work.,chat,Bug,High,2026-01-29 11:41:08,Pro,0,0,Frustrated
531,Unexpected error occurred,Unexpected error occurred. This is blocking critical work. This issue is impacting my work.,chat,Bug,High,2026-02-02 04:41:08,Pro,0,0,Urgent
532,Page not loading properly,Page not loading properly. This needs immediate attention. This issue is impacting my work.,email,Bug,High,2026-02-09 04:41:08,Enterprise,0,1,Urgent
533,App crashes on submit,App crashes on submit. Great service so far. This issue is impacting my work.,email,Bug,High,2026-01-21 14:41:08,Pro,0,0,Appreciative
534,App crashes on submit,App crashes on submit. This is blocking critical work. This issue is impacting my work.,web,Bug,Critical,2026-02-11 15:41:08,Enterprise,0,1,Urgent
535,App crashes on submit,App crashes on submit. Please assist with this issue. This issue is impacting my work.,chat,Bug,High,2026-02-01 07:41:08,Pro,0,0,Calm
536,Unexpected error occurred,Unexpected error occurred. This is blocking critical work. This issue is impacting my work.,email,Bug,High,2026-01-22 14:41:08,Enterprise,0,1,Urgent
537,App crashes on submit,App crashes on submit. I am extremely disappointed. This issue is impacting my work.,web,Bug,High,2026-02-04 15:41:08,Enterprise,0,1,Angry
538,Page not loading properly,Page not loading properly. This needs immediate attention. This issue is impacting my work.,chat,Bug,High,2026-01-19 07:41:08,Free,0,0,Urgent
539,Feature not working as expected,Feature not working as expected. Not satisfied with the delay. This issue is impacting my work.,chat,Bug,High,2026-02-06 23:41:08,Enterprise,0,0,Frustrated
540,Feature not working as expected,Feature not working as expected. This is completely unacceptable. This issue is impacting my work.,web,Bug,High,2026-01-15 04:41:08,Pro,0,0,Angry
541,Feature not working as expected,Feature not working as expected. This is completely unacceptable. This issue is impacting my work.,email,Bug,High,2026-02-11 07:41:08,Enterprise,0,1,Angry
542,Feature not working as expected,Feature not working as expected. This is getting frustrating. This issue is impacting my work.,web,Bug,High,2026-02-10 02:41:08,Enterprise,0,0,Frustrated
543,Page not loading properly,Page not loading properly. Please resolve this urgently. This issue is impacting my work.,chat,Bug,Critical,2026-02-10 05:41:08,Free,0,0,Urgent
544,Unexpected error occurred,Unexpected error occurred. This is very upsetting. This issue is impacting my work.,chat,Bug,Critical,2026-02-10 07:41:08,Enterprise,0,1,Angry
545,App crashes on submit,App crashes on submit. Please assist with this issue. This issue is impacting my work.,chat,Bug,High,2026-01-15 20:41:08,Pro,0,0,Calm
546,Unexpected error occurred,Unexpected error occurred. Looking forward to your response. This issue is impacting my work.,email,Bug,Critical,2026-01-31 22:41:08,Free,0,0,Calm
547,Unexpected error occurred,Unexpected error occurred. This is blocking critical work. This issue is impacting my work.,chat,Bug,Critical,2026-01-16 05:41:08,Enterprise,1,1,Urgent
548,App crashes on submit,App crashes on submit. This is getting frustrating. This issue is impacting my work.,web,Bug,Critical,2026-01-18 16:41:08,Pro,0,0,Frustrated
549,Page not loading properly,Page not loading properly. Really appreciate your quick help. This issue is impacting my work.,web,Bug,Critical,2026-01-16 13:41:08,Free,0,0,Appreciative
550,Page not loading properly,Page not loading properly. Please resolve this urgently. This issue is impacting my work.,chat,Bug,High,2026-02-12 08:41:08,Pro,0,0,Urgent
551,Unexpected error occurred,Unexpected error occurred. This is completely unacceptable. This issue is impacting my work.,web,Bug,High,2026-01-27 18:41:08,Pro,0,0,Angry
552,App crashes on submit,App crashes on submit. This is blocking critical work. This issue is impacting my work.,chat,Bug,High,2026-01-22 13:41:08,Pro,0,0,Urgent
553,Feature not working as expected,Feature not working as expected. Not satisfied with the delay. This issue is impacting my work.,email,Bug,High,2026-01-15 05:41:08,Enterprise,0,0,Frustrated
554,Feature not working as expected,Feature not working as expected. This needs immediate attention. This issue is impacting my work.,chat,Bug,High,2026-02-06 00:41:08,Pro,0,0,Urgent
555,Unexpected error occurred,Unexpected error occurred. Kindly check and update. This issue is impacting my work.,web,Bug,High,2026-01-31 22:41:08,Enterprise,0,0,Calm
556,Page not loading properly,Page not loading properly. Looking forward to your response. This issue is impacting my work.,web,Bug,Critical,2026-02-10 19:41:08,Pro,1,0,Calm
557,App crashes on submit,App crashes on submit. This is blocking critical work. This issue is impacting my work.,email,Bug,High,2026-01-31 09:41:08,Pro,0,0,Urgent
558,App crashes on submit,App crashes on submit. Kindly check and update. This issue is impacting my work.,web,Bug,Critical,2026-02-06 14:41:08,Enterprise,0,0,Calm
559,Unexpected error occurred,Unexpected error occurred. This is completely unacceptable. This issue is impacting my work.,chat,Bug,High,2026-01-26 15:41:08,Pro,0,0,Angry
560,Feature not working as expected,Feature not working as expected. This is very upsetting. This issue is impacting my work.,email,Bug,Critical,2026-01-19 13:41:08,Free,1,0,Angry
561,Unexpected error occurred,Unexpected error occurred. This is very upsetting. This issue is impacting my work.,web,Bug,Critical,2026-02-01 12:41:08,Enterprise,1,1,Angry
562,Page not loading properly,Page not loading properly. This needs immediate attention. This issue is impacting my work.,email,Bug,Critical,2026-01-25 04:41:08,Pro,1,0,Urgent
563,Feature not working as expected,Feature not working as expected. I have faced this issue multiple times. This issue is impacting my work.,web,Bug,High,2026-02-09 21:41:08,Pro,0,0,Frustrated
564,App crashes on submit,App crashes on submit. Thank you for your continued support. This issue is impacting my work.,chat,Bug,Critical,2026-01-25 18:41:08,Enterprise,1,1,Appreciative
565,Feature not working as expected,Feature not working as expected. Kindly check and update. This issue is impacting my work.,web,Bug,High,2026-01-17 16:41:08,Pro,0,0,Calm
566,Feature not working as expected,Feature not working as expected. Thank you for your continued support. This issue is impacting my work.,web,Bug,High,2026-02-09 22:41:08,Free,0,0,Appreciative
567,Unexpected error occurred,Unexpected error occurred. Really appreciate your quick help. This issue is impacting my work.,web,Bug,Critical,2026-01-20 03:41:08,Enterprise,1,1,Appreciative
568,Unexpected error occurred,Unexpected error occurred. I am extremely disappointed. This issue is impacting my work.,email,Bug,High,2026-01-24 12:41:08,Pro,0,0,Angry
569,Unexpected error occurred,Unexpected error occurred. Really appreciate your quick help. This issue is impacting my work.,email,Bug,High,2026-01-24 12:41:08,Free,0,0,Appreciative
570,Unexpected error occurred,Unexpected error occurred. This is very upsetting. This issue is impacting my work.,web,Bug,High,2026-01-14 05:41:08,Enterprise,0,1,Angry
571,Unexpected error occurred,Unexpected error occurred. Looking forward to your response. This issue is impacting my work.,web,Bug,Critical,2026-01-13 13:41:08,Enterprise,0,0,Calm
572,Unexpected error occurred,Unexpected error occurred. This needs immediate attention. This issue is impacting my work.,email,Bug,High,2026-02-09 09:41:08,Pro,0,0,Urgent
573,App crashes on submit,App crashes on submit. I have faced this issue multiple times. This issue is impacting my work.,chat,Bug,High,2026-02-05 06:41:08,Enterprise,0,0,Frustrated
574,App crashes on submit,App crashes on submit. This is completely unacceptable. This issue is impacting my work.,chat,Bug,High,2026-02-09 15:41:08,Pro,0,0,Angry
575,Page not loading properly,Page not loading properly. Really appreciate your quick help. This issue is impacting my work.,web,Bug,High,2026-02-03 12:41:08,Enterprise,0,0,Appreciative
576,App crashes on submit,App crashes on submit. Please resolve this urgently. This issue is impacting my work.,web,Bug,Critical,2026-01-13 17:41:08,Pro,1,0,Urgent
577,Unexpected error occurred,Unexpected error occurred. Not satisfied with the delay. This issue is impacting my work.,email,Bug,Critical,2026-01-21 12:41:08,Enterprise,0,0,Frustrated
578,Page not loading properly,Page not loading properly. I have faced this issue multiple times. This issue is impacting my work.,email,Bug,Critical,2026-02-11 05:41:08,Enterprise,0,0,Frustrated
579,App crashes on submit,App crashes on submit. This needs immediate attention. This issue is impacting my work.,chat,Bug,Critical,2026-02-05 06:41:08,Enterprise,1,1,Urgent
580,Unexpected error occurred,Unexpected error occurred. Looking forward to your response. This issue is impacting my work.,web,Bug,Critical,2026-02-12 06:41:08,Free,0,0,Calm
581,App crashes on submit,App crashes on submit. Great service so far. This issue is impacting my work.,chat,Bug,Critical,2026-01-26 23:41:08,Enterprise,1,1,Appreciative
582,Unexpected error occurred,Unexpected error occurred. Thank you for your continued support. This issue is impacting my work.,web,Bug,High,2026-01-18 18:41:08,Free,0,0,Appreciative
583,Page not loading properly,Page not loading properly. This is blocking critical work. This issue is impacting my work.,email,Bug,Critical,2026-02-06 04:41:08,Pro,0,0,Urgent
584,Unexpected error occurred,Unexpected error occurred. I am extremely disappointed. This issue is impacting my work.,web,Bug,High,2026-01-28 17:41:08,Enterprise,0,1,Angry
585,App crashes on submit,App crashes on submit. Kindly check and update. This issue is impacting my work.,chat,Bug,Critical,2026-01-15 14:41:08,Free,0,0,Calm
586,Page not loading properly,Page not loading properly. Kindly check and update. This issue is impacting my work.,chat,Bug,Critical,2026-02-01 02:41:08,Free,1,0,Calm
587,Unexpected error occurred,Unexpected error occurred. Kindly check and update. This issue is impacting my work.,web,Bug,Critical,2026-01-29 19:41:08,Enterprise,1,1,Calm
588,Page not loading properly,Page not loading properly. This is very upsetting. This issue is impacting my work.,email,Bug,High,2026-01-13 17:41:08,Free,0,0,Angry
589,App crashes on submit,App crashes on submit. Please assist with this issue. This issue is impacting my work.,web,Bug,High,2026-01-18 07:41:08,Pro,0,0,Calm
590,Page not loading properly,Page not loading properly. Great service so far. This issue is impacting my work.,web,Bug,Critical,2026-01-20 13:41:08,Free,1,0,Appreciative
591,Feature not working as expected,Feature not working as expected. This is completely unacceptable. This issue is impacting my work.,email,Bug,High,2026-02-08 02:41:08,Free,0,0,Angry
592,App crashes on submit,App crashes on submit. Thank you for your continued support. This issue is impacting my work.,chat,Bug,Critical,2026-01-29 14:41:08,Pro,1,0,Appreciative
593,Unexpected error occurred,Unexpected error occurred. Looking forward to your response. This issue is impacting my work.,web,Bug,High,2026-01-23 11:41:08,Free,0,0,Calm
594,App crashes on submit,App crashes on submit. Thank you for your continued support. This issue is impacting my work.,chat,Bug,High,2026-02-10 01:41:08,Enterprise,0,0,Appreciative
595,Unexpected error occurred,Unexpected error occurred. Thank you for your continued support. This issue is impacting my work.,chat,Bug,Critical,2026-01-31 13:41:08,Pro,1,0,Appreciative
596,Page not loading properly,Page not loading properly. Thank you for your continued support. This issue is impacting my work.,web,Bug,High,2026-01-18 17:41:08,Pro,0,0,Appreciative
597,Unexpected error occurred,Unexpected error occurred. I have faced this issue multiple times. This issue is impacting my work.,email,Bug,Critical,2026-01-16 17:41:08,Enterprise,1,1,Frustrated
598,App crashes on submit,App crashes on submit. Kindly check and update. This issue is impacting my work.,web,Bug,Critical,2026-01-14 08:41:08,Enterprise,1,1,Calm
599,Unexpected error occurred,Unexpected error occurred. I have faced this issue multiple times. This issue is impacting my work.,email,Bug,High,2026-02-05 15:41:08,Free,0,0,Frustrated
600,Unexpected error occurred,Unexpected error occurred. This is getting frustrating. This issue is impacting my work.,web,Bug,High,2026-01-17 09:41:08,Enterprise,0,0,Frustrated
601,Add multi-language support,Add multi-language support. Thank you for your continued support. This issue is impacting my work.,web,Feature Request,Low,2026-02-05 07:41:08,Free,0,0,Appreciative
602,Need export to CSV option,Need export to CSV option. Really appreciate your quick help. This issue is impacting my work.,chat,Feature Request,Low,2026-01-22 14:41:08,Free,0,0,Appreciative
603,Need export to CSV option,Need export to CSV option. Looking forward to your response. This issue is impacting my work.,email,Feature Request,Low,2026-01-28 20:41:08,Pro,0,0,Calm
604,Request for API access,Request for API access. Great service so far. This issue is impacting my work.,web,Feature Request,Low,2026-02-08 16:41:08,Enterprise,0,0,Appreciative
605,Request for API access,Request for API access. I am extremely disappointed. This issue is impacting my work.,email,Feature Request,Low,2026-02-06 03:41:08,Pro,0,0,Angry
606,Add multi-language support,Add multi-language support. I am extremely disappointed. This issue is impacting my work.,web,Feature Request,Low,2026-02-02 19:41:08,Enterprise,0,1,Angry
607,Add multi-language support,Add multi-language support. Please resolve this urgently. This issue is impacting my work.,chat,Feature Request,Low,2026-02-10 05:41:08,Enterprise,0,1,Urgent
608,Please add dark mode,Please add dark mode. This is completely unacceptable. This issue is impacting my work.,chat,Feature Request,Low,2026-01-15 14:41:08,Enterprise,0,1,Angry
609,Please add dark mode,Please add dark mode. Please assist with this issue. This issue is impacting my work.,web,Feature Request,Low,2026-01-31 16:41:08,Enterprise,0,0,Calm
610,Need export to CSV option,Need export to CSV option. Kindly check and update. This issue is impacting my work.,web,Feature Request,Low,2026-01-28 14:41:08,Enterprise,0,0,Calm
611,Need export to CSV option,Need export to CSV option. I am extremely disappointed. This issue is impacting my work.,web,Feature Request,Low,2026-01-17 01:41:08,Enterprise,0,1,Angry
612,Need export to CSV option,Need export to CSV option. This is blocking critical work. This issue is impacting my work.,chat,Feature Request,Low,2026-01-28 10:41:08,Pro,0,0,Urgent
613,Need export to CSV option,Need export to CSV option. Great service so far. This issue is impacting my work.,web,Feature Request,Low,2026-01-30 05:41:08,Free,0,0,Appreciative
614,Need export to CSV option,Need export to CSV option. Great service so far. This issue is impacting my work.,web,Feature Request,Low,2026-01-28 23:41:08,Enterprise,0,0,Appreciative
615,Please add dark mode,Please add dark mode. I have faced this issue multiple times. This issue is impacting my work.,email,Feature Request,Low,2026-02-02 03:41:08,Pro,0,0,Frustrated
616,Please add dark mode,Please add dark mode. Not satisfied with the delay. This issue is impacting my work.,chat,Feature Request,Low,2026-01-14 20:41:08,Pro,0,0,Frustrated
617,Please add dark mode,Please add dark mode. Kindly check and update. This issue is impacting my work.,email,Feature Request,Low,2026-01-13 18:41:08,Enterprise,0,0,Calm
618,Request for API access,Request for API access. This is very upsetting. This issue is impacting my work.,chat,Feature Request,Low,2026-01-31 23:41:08,Enterprise,0,1,Angry
619,Please add dark mode,Please add dark mode. Really appreciate your quick help. This issue is impacting my work.,email,Feature Request,Low,2026-01-31 23:41:08,Enterprise,0,0,Appreciative
620,Request for API access,Request for API access. Please resolve this urgently. This issue is impacting my work.,web,Feature Request,Low,2026-01-30 05:41:08,Free,0,0,Urgent
621,Need export to CSV option,Need export to CSV option. Kindly check and update. This issue is impacting my work.,email,Feature Request,Low,2026-02-08 05:41:08,Free,0,0,Calm
622,Request for API access,Request for API access. Great service so far. This issue is impacting my work.,web,Feature Request,Low,2026-01-31 00:41:08,Free,0,0,Appreciative
623,Please add dark mode,Please add dark mode. This is blocking critical work. This issue is impacting my work.,chat,Feature Request,Low,2026-01-26 05:41:08,Free,0,0,Urgent
624,Add multi-language support,Add multi-language support. Please assist with this issue. This issue is impacting my work.,email,Feature Request,Low,2026-01-26 05:41:08,Enterprise,0,0,Calm
625,Need export to CSV option,Need export to CSV option. Thank you for your continued support. This issue is impacting my work.,email,Feature Request,Low,2026-02-05 05:41:08,Free,0,0,Appreciative
626,Add multi-language support,Add multi-language support. Great service so far. This issue is impacting my work.,web,Feature Request,Low,2026-01-23 01:41:08,Enterprise,0,0,Appreciative
627,Please add dark mode,Please add dark mode. I have faced this issue multiple times. This issue is impacting my work.,chat,Feature Request,Low,2026-02-05 21:41:08,Free,0,0,Frustrated
628,Need export to CSV option,Need export to CSV option. Thank you for your continued support. This issue is impacting my work.,email,Feature Request,Low,2026-01-23 00:41:08,Enterprise,0,0,Appreciative
629,Add multi-language support,Add multi-language support. Great service so far. This issue is impacting my work.,email,Feature Request,Low,2026-02-01 06:41:08,Pro,0,0,Appreciative
630,Please add dark mode,Please add dark mode. Please assist with this issue. This issue is impacting my work.,email,Feature Request,Low,2026-02-10 05:41:08,Enterprise,0,0,Calm
631,Add multi-language support,Add multi-language support. Great service so far. This issue is impacting my work.,web,Feature Request,Low,2026-01-20 07:41:08,Enterprise,0,0,Appreciative
632,Please add dark mode,Please add dark mode. This is blocking critical work. This issue is impacting my work.,web,Feature Request,Low,2026-01-18 10:41:08,Enterprise,0,1,Urgent
633,Add multi-language support,Add multi-language support. Really appreciate your quick help. This issue is impacting my work.,email,Feature Request,Low,2026-01-27 21:41:08,Enterprise,0,0,Appreciative
634,Need export to CSV option,Need export to CSV option. Please resolve this urgently. This issue is impacting my work.,web,Feature Request,Low,2026-01-14 12:41:08,Enterprise,0,1,Urgent
635,Please add dark mode,Please add dark mode. This needs immediate attention. This issue is impacting my work.,chat,Feature Request,Low,2026-01-15 08:41:08,Free,0,0,Urgent
636,Request for API access,Request for API access. Great service so far. This issue is impacting my work.,chat,Feature Request,Low,2026-02-12 12:41:08,Free,0,0,Appreciative
637,Please add dark mode,Please add dark mode. Great service so far. This issue is impacting my work.,web,Feature Request,Low,2026-01-31 14:41:08,Free,0,0,Appreciative
638,Need export to CSV option,Need export to CSV option. I am extremely disappointed. This issue is impacting my work.,email,Feature Request,Low,2026-01-30 14:41:08,Free,0,0,Angry
639,Request for API access,Request for API access. This is very upsetting. This issue is impacting my work.,web,Feature Request,Low,2026-01-25 02:41:08,Pro,0,0,Angry
640,Add multi-language support,Add multi-language support. I have faced this issue multiple times. This issue is impacting my work.,email,Feature Request,Low,2026-01-26 17:41:08,Pro,0,0,Frustrated
641,Add multi-language support,Add multi-language support. I am extremely disappointed. This issue is impacting my work.,web,Feature Request,Low,2026-01-21 06:41:08,Pro,0,0,Angry
642,Please add dark mode,Please add dark mode. I have faced this issue multiple times. This issue is impacting my work.,email,Feature Request,Low,2026-01-27 22:41:08,Free,0,0,Frustrated
643,Request for API access,Request for API access. Great service so far. This issue is impacting my work.,email,Feature Request,Low,2026-01-13 14:41:08,Pro,0,0,Appreciative
644,Please add dark mode,Please add dark mode. Please assist with this issue. This issue is impacting my work.,web,Feature Request,Low,2026-02-11 08:41:08,Pro,0,0,Calm
645,Request for API access,Request for API access. I have faced this issue multiple times. This issue is impacting my work.,web,Feature Request,Low,2026-01-20 22:41:08,Free,0,0,Frustrated
646,Add multi-language support,Add multi-language support. Great service so far. This issue is impacting my work.,web,Feature Request,Low,2026-02-12 05:41:08,Enterprise,0,0,Appreciative
647,Add multi-language support,Add multi-language support. This needs immediate attention. This issue is impacting my work.,web,Feature Request,Low,2026-02-04 04:41:08,Enterprise,0,1,Urgent
648,Please add dark mode,Please add dark mode. Great service so far. This issue is impacting my work.,web,Feature Request,Low,2026-01-23 09:41:08,Free,0,0,Appreciative
649,Request for API access,Request for API access. Not satisfied with the delay. This issue is impacting my work.,email,Feature Request,Low,2026-02-04 22:41:08,Free,0,0,Frustrated
650,Request for API access,Request for API access. Please resolve this urgently. This issue is impacting my work.,web,Feature Request,Low,2026-01-20 12:41:08,Free,0,0,Urgent
651,Please add dark mode,Please add dark mode. Kindly check and update. This issue is impacting my work.,web,Feature Request,Low,2026-01-14 16:41:08,Enterprise,0,0,Calm
652,Request for API access,Request for API access. I am extremely disappointed. This issue is impacting my work.,web,Feature Request,Low,2026-01-29 22:41:08,Free,0,0,Angry
653,Please add dark mode,Please add dark mode. This is completely unacceptable. This issue is impacting my work.,web,Feature Request,Low,2026-01-27 08:41:08,Free,0,0,Angry
654,Request for API access,Request for API access. This is completely unacceptable. This issue is impacting my work.,web,Feature Request,Low,2026-02-04 12:41:08,Enterprise,0,1,Angry
655,Add multi-language support,Add multi-language support. This is blocking critical work. This issue is impacting my work.,email,Feature Request,Low,2026-01-13 20:41:08,Pro,0,0,Urgent
656,Add multi-language support,Add multi-language support. Thank you for your continued support. This issue is impacting my work.,email,Feature Request,Low,2026-02-10 22:41:08,Pro,0,0,Appreciative
657,Need export to CSV option,Need export to CSV option. I have faced this issue multiple times. This issue is impacting my work.,chat,Feature Request,Low,2026-01-27 10:41:08,Enterprise,0,0,Frustrated
658,Request for API access,Request for API access. I have faced this issue multiple times. This issue is impacting my work.,chat,Feature Request,Low,2026-01-21 00:41:08,Enterprise,0,0,Frustrated
659,Please add dark mode,Please add dark mode. Thank you for your continued support. This issue is impacting my work.,chat,Feature Request,Low,2026-02-06 16:41:08,Pro,0,0,Appreciative
660,Request for API access,Request for API access. Not satisfied with the delay. This issue is impacting my work.,chat,Feature Request,Low,2026-02-07 03:41:08,Enterprise,0,0,Frustrated
661,Need export to CSV option,Need export to CSV option. This is completely unacceptable. This issue is impacting my work.,email,Feature Request,Low,2026-01-17 15:41:08,Free,0,0,Angry
662,Request for API access,Request for API access. This is getting frustrating. This issue is impacting my work.,email,Feature Request,Low,2026-01-13 13:41:08,Enterprise,0,0,Frustrated
663,Add multi-language support,Add multi-language support. Thank you for your continued support. This issue is impacting my work.,chat,Feature Request,Low,2026-01-25 00:41:08,Pro,0,0,Appreciative
664,Add multi-language support,Add multi-language support. Really appreciate your quick help. This issue is impacting my work.,email,Feature Request,Low,2026-02-04 22:41:08,Enterprise,0,0,Appreciative
665,Need export to CSV option,Need export to CSV option. Thank you for your continued support. This issue is impacting my work.,web,Feature Request,Low,2026-01-28 17:41:08,Pro,0,0,Appreciative
666,Please add dark mode,Please add dark mode. Really appreciate your quick help. This issue is impacting my work.,web,Feature Request,Low,2026-01-30 07:41:08,Free,0,0,Appreciative
667,Add multi-language support,Add multi-language support. This is very upsetting. This issue is impacting my work.,email,Feature Request,Low,2026-02-06 22:41:08,Enterprise,0,1,Angry
668,Please add dark mode,Please add dark mode. I am extremely disappointed. This issue is impacting my work.,email,Feature Request,Low,2026-02-05 03:41:08,Enterprise,0,1,Angry
