ticket_id,subject,description,channel,category,priority,created_at,customer_plan,sla_breached,escalated,combined_text,clean_text,clean_text_length
379,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-18 15:53:16,Pro,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
380,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-16 17:53:16,Pro,1,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
381,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-12 07:53:16,Free,1,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
382,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-02-05 11:53:16,Free,1,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
383,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-09 14:53:16,Enterprise,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
384,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-02-03 22:53:16,Pro,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
385,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-08 03:53:16,Pro,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
386,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-23 02:53:16,Free,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
387,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-25 12:53:16,Enterprise,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
388,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-23 01:53:16,Free,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
389,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-07 12:53:16,Enterprise,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
390,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,Critical,2026-01-30 03:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
391,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-17 23:53:16,Enterprise,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
392,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-11 04:53:16,Enterprise,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
393,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-26 08:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
394,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,High,2026-01-30 16:53:16,Enterprise,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
395,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-23 07:53:16,Enterprise,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
396,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,Critical,2026-01-23 09:53:16,Enterprise,1,1,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
397,Need refund for last transaction,Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Billing,Critical,2026-01-19 20:53:16,Free,0,0,Need refund for last transaction Need refund for last transaction. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,need refund for last transaction need refund for last transaction this issue is impacting my work and needs resolution please look into this as soon as possible,27
398,Payment failed but amount deducted,Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Billing,High,2026-01-11 10:53:16,Pro,0,0,Payment failed but amount deducted Payment failed but amount deducted. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,payment failed but amount deducted payment failed but amount deducted this issue is impacting my work and needs resolution please look into this as soon as possible,27
399,Invoice not generated,Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-01-25 12:53:16,Pro,0,0,Invoice not generated Invoice not generated. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,invoice not generated invoice not generated this issue is impacting my work and needs resolution please look into this as soon as possible,23
400,Charged twice for subscription,Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Billing,High,2026-02-05 01:53:16,Pro,0,0,Charged twice for subscription Charged twice for subscription. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,charged twice for subscription charged twice for subscription this issue is impacting my work and needs resolution please look into this as soon as possible,25
401,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-13 14:53:16,Enterprise,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
402,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-01-09 22:53:16,Pro,1,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
403,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-19 22:53:16,Free,1,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
404,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-22 13:53:16,Pro,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
405,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-22 23:53:16,Free,1,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
406,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-23 15:53:16,Enterprise,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
407,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-02-02 15:53:16,Free,0,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
408,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,Critical,2026-01-15 09:53:16,Enterprise,1,1,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
409,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-01-20 04:53:16,Free,0,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
410,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-01-29 11:53:16,Pro,0,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
411,Unexpected error occurred,Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-09 06:53:16,Pro,0,0,Unexpected error occurred Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,unexpected error occurred unexpected error occurred this issue is impacting my work and needs resolution please look into this as soon as possible,23
412,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-02-04 17:53:16,Pro,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
413,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,Critical,2026-02-04 23:53:16,Pro,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
414,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,Critical,2026-01-24 06:53:16,Pro,1,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
415,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-27 12:53:16,Free,1,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
416,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-01-06 21:53:16,Pro,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
417,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-31 00:53:16,Pro,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
418,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-14 04:53:16,Enterprise,1,1,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
419,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-11 16:53:16,Free,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
420,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-28 10:53:16,Pro,1,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
421,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-01-08 03:53:16,Pro,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
422,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-27 01:53:16,Enterprise,1,1,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
423,Unexpected error occurred,Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-01-20 19:53:16,Pro,1,0,Unexpected error occurred Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,unexpected error occurred unexpected error occurred this issue is impacting my work and needs resolution please look into this as soon as possible,23
424,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-26 21:53:16,Pro,1,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
425,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-19 16:53:16,Pro,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
426,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-27 03:53:16,Free,1,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
427,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,Critical,2026-01-06 13:53:16,Enterprise,1,1,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
428,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-01-13 23:53:16,Free,1,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
429,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-01-07 09:53:16,Enterprise,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
430,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-01-13 10:53:16,Free,0,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
431,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-02-03 12:53:16,Free,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
432,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-22 23:53:16,Enterprise,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
433,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,Critical,2026-02-06 10:53:16,Pro,1,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
434,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-14 02:53:16,Enterprise,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
435,Unexpected error occurred,Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-01-15 21:53:16,Enterprise,0,0,Unexpected error occurred Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,unexpected error occurred unexpected error occurred this issue is impacting my work and needs resolution please look into this as soon as possible,23
436,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-02-02 03:53:16,Enterprise,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
437,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-01-11 22:53:16,Pro,1,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
438,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,Critical,2026-01-15 03:53:16,Free,1,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
439,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-24 22:53:16,Pro,0,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
440,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-01-15 05:53:16,Free,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
441,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-01-12 00:53:16,Enterprise,1,1,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
442,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-08 12:53:16,Free,0,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
443,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-16 02:53:16,Free,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
444,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,High,2026-01-07 04:53:16,Free,0,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
445,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-31 16:53:16,Pro,1,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
446,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-02-01 12:53:16,Enterprise,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
447,Unexpected error occurred,Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,High,2026-01-30 08:53:16,Pro,0,0,Unexpected error occurred Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,unexpected error occurred unexpected error occurred this issue is impacting my work and needs resolution please look into this as soon as possible,23
448,Unexpected error occurred,Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-01-17 02:53:16,Free,0,0,Unexpected error occurred Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,unexpected error occurred unexpected error occurred this issue is impacting my work and needs resolution please look into this as soon as possible,23
449,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,email,Bug,Critical,2026-01-19 22:53:16,Pro,1,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
450,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-01-12 03:53:16,Pro,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
451,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,High,2026-01-24 12:53:16,Free,0,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
452,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-02-03 08:53:16,Pro,1,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
453,Unexpected error occurred,Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-02-03 06:53:16,Pro,1,0,Unexpected error occurred Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,unexpected error occurred unexpected error occurred this issue is impacting my work and needs resolution please look into this as soon as possible,23
454,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,Critical,2026-01-20 21:53:16,Enterprise,1,1,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
455,App crashes on submit,App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,Critical,2026-01-17 15:53:16,Free,0,0,App crashes on submit App crashes on submit. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,app crashes on submit app crashes on submit this issue is impacting my work and needs resolution please look into this as soon as possible,25
456,Feature not working as expected,Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,High,2026-01-25 08:53:16,Pro,0,0,Feature not working as expected Feature not working as expected. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,feature not working as expected feature not working as expected this issue is impacting my work and needs resolution please look into this as soon as possible,27
457,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,High,2026-02-01 06:53:16,Pro,0,0,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
458,Unexpected error occurred,Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-02-02 08:53:16,Pro,1,0,Unexpected error occurred Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,unexpected error occurred unexpected error occurred this issue is impacting my work and needs resolution please look into this as soon as possible,23
459,Unexpected error occurred,Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,Critical,2026-01-12 08:53:16,Pro,1,0,Unexpected error occurred Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,unexpected error occurred unexpected error occurred this issue is impacting my work and needs resolution please look into this as soon as possible,23
460,Page not loading properly,Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,web,Bug,Critical,2026-01-30 20:53:16,Enterprise,1,1,Page not loading properly Page not loading properly. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,page not loading properly page not loading properly this issue is impacting my work and needs resolution please look into this as soon as possible,25
461,Unexpected error occurred,Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,chat,Bug,High,2026-01-10 15:53:16,Pro,0,0,Unexpected error occurred Unexpected error occurred. This issue is impacting my work and needs resolution. Please look into this as soon as possible.,unexpected error occurred unexpected error occurred this issue is impacting my work and needs resolution please look into this as soon as possible,23
